"명호","단축명호","등록번호","생년월일","산차","검정일","최근분만일","최근건유일","누적착유일수","유량","유지율","유단백질","무지고형분율","체세포수천","mun","x305일유량","x305일유지량","x305일유단백","x305일무지고형분량","성년형유량","성년형유지량","성년형유단백량","성년형무지고형분량","분만난이","가수제코드","가수제일자","농후사료비","농후사료급여량","공태일수","최종수정일자","촤종수정횟수","최종수정정액코드","체점수","분만후첫수정일까지일수","전산차비유지속성","현재산차비유지속성","비유최고도달일수","비유후기최고유량","비유초기평균유지율","비유초기평균단백율","비유초기평균Mun","최고유량체세포","건유전마지막유량","전산차건유전유량"
534,"296",501059907,"2014-11-01",2,"2018-08-15","2017-12-16",NA,242,25.8,3.77,3.12,9.02,45,10.8,9434,374,318,888,9492,380,329,919,1,87,"2017-12-16",2600,10,64,"2018-02-18",1,NA,NA,65,86.9,0,90,36.4,3.6,3.27,9,11,56,19
501,"346",501163882,"2016-10-14",1,"2018-08-15","2018-08-14",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,"2018-08-14",2600,10,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
65,"357",501184508,"2017-03-09",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-22",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
370,"368",501217223,"2017-08-12",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
35,"373",501229860,"2017-10-19",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
58,"380",501237384,"2017-12-23",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
105,"385",501237727,"2018-02-03",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
278,"391",501246114,"2018-05-08",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
281,"389",501248185,"2018-03-30",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
172,"205",500837340,"2011-01-20",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2012-11-07",5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
100,"257",500967428,"2013-06-05",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
389,"289",501044714,"2014-08-26",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
331,"283",501033175,"2014-06-22",3,"2018-08-15","2018-06-23",NA,53,47.8,2.77,2.38,8.01,23,7.1,0,0,0,0,0,0,0,0,1,81,"2018-06-23",2600,10,0,NA,NA,NA,NA,NA,32.4,0,53,47.8,3.36,2.61,6,23,64,15.4
177,"310",501089892,"2015-06-23",2,"2018-08-15","2018-07-04",NA,42,30.6,3.28,2.6,8.44,20,6.1,0,0,0,0,0,0,0,0,1,82,"2018-07-04",2600,10,0,NA,NA,NA,NA,NA,97.6,0,11,31.4,3.38,2.82,7,26,62,25.8
504,"350",501172228,"2016-12-03",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
240,"354",501184504,"2017-01-15",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
43,"356",501184506,"2017-02-11",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-07-13",2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
144,"363",501200370,"2017-06-04",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
94,"372",501216873,"2017-10-16",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
454,"367",501218270,"2017-07-28",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
296,"378",501229837,"2017-11-30",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
44,"376",501229863,"2017-11-03",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
337,"387",501237729,"2018-02-20",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
101,"388",501248184,"2018-03-22",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
394,"188",500793060,"2010-05-03",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2011-12-05",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
588,"218",500899122,"2012-01-07",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2013-11-22",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
199,"278",501023542,"2014-04-04",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
553,"293",501046082,"2014-10-07",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
288,"300",501059813,"2014-12-05",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
481,"320",501106076,"2015-10-05",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
438,"390",501039344,"2014-08-02",2,"2018-08-15","2017-09-26","2018-06-13",260,0,0,0,0,0,0,11634,426,350,1002,12451,457,377,1090,1,12,"2018-06-13",520,2,51,"2017-11-16",1,NA,NA,52,57.1,0,24,48.6,2.76,2.85,12,6,61,27.4
392,"087",500541638,"2006-08-18",8,"2018-08-15","2017-11-11",NA,277,22.2,3.93,3.12,8.48,427,9.6,10114,420,328,891,10386,423,334,912,1,81,"2017-11-11",2600,10,0,NA,NA,NA,NA,NA,59.5,51.9,66,42.8,3.98,3.3,9,71,62,12.8
102,"237",500956323,"2012-10-16",4,"2018-08-15","2017-11-09",NA,279,19.8,3.42,3.05,8.63,141,9.3,11480,405,345,1020,11322,396,341,1006,1,81,"2017-11-09",2600,10,82,"2018-01-30",1,NA,NA,83,0,43,43,46.8,3.61,3.12,11,22,68,34.2
188,"280",501033169,"2014-06-01",2,"2018-08-15","2017-10-13",NA,306,28,3.63,3.52,9.36,303,8.1,10232,407,348,941,10649,423,365,994,1,81,"2017-10-13",2600,10,0,NA,NA,NA,NA,NA,0,68.5,34,40.6,4.4,3.4,9,539,118,28
327,"395",501053730,"2014-10-23",2,"2018-08-15","2017-09-23",NA,326,21,3.39,2.81,8.63,23,8.6,10104,382,301,868,10916,414,328,956,1,81,"2017-09-23",2600,10,63,"2017-11-25",1,NA,NA,64,71.4,45.2,84,43.4,3.79,2.91,13,186,49,27
427,"294",501059905,"2014-10-22",2,"2018-08-15","2018-03-12",NA,156,22.6,4.45,2.59,8.21,30,9,10182,468,323,918,10178,480,335,959,1,81,"2018-03-12",2600,10,0,"2018-07-09",2,NA,NA,56,91.3,0,35,42.2,4.35,3.06,9,9,85,19
224,"338",501154213,"2016-07-18",1,"2018-08-15","2018-08-02",NA,13,24.4,3.87,2.56,8.33,70,9.5,0,0,0,0,0,0,0,0,1,81,"2018-08-02",2600,10,0,NA,NA,NA,NA,NA,0,0,13,24.4,3.87,2.56,10,70,0,0
116,"345",501160486,"2016-09-09",1,"2018-08-15","2018-07-17",NA,29,21.6,3.69,3.1,8.39,138,9.4,0,0,0,0,0,0,0,0,1,81,"2018-07-17",2600,10,0,NA,NA,NA,NA,NA,0,0,29,21.6,3.69,3.1,9,138,0,0
546,"239",500956325,"2012-10-19",3,"2018-08-15","2018-03-22",NA,146,36,3.17,2.63,8.1,206,7.2,13510,408,362,1134,12967,399,359,1124,1,82,"2018-03-22",2600,10,80,"2018-06-10",1,NA,NA,81,84.1,0,84,57,3.01,2.55,11,81,52,29
108,"253",500956313,"2013-03-21",4,"2018-08-15","2018-07-28",NA,18,30,4.06,3.3,9.08,30,8.6,0,0,0,0,0,0,0,0,1,82,"2018-07-28",2600,10,0,NA,NA,NA,NA,NA,0,0,232,30,4.06,3.3,9,75,102,10.2
429,"284",501033177,"2014-06-24",2,"2018-08-15","2017-10-16",NA,303,32.8,3.52,3.02,8.9,55,7.8,12534,450,379,1116,13045,467,397,1179,1,82,"2017-10-16",2600,10,0,"2018-07-17",5,NA,NA,79,99.4,118.2,182,47.8,3.74,2.85,13,37,50,34.2
36,"319",501106075,"2015-10-02",1,"2018-08-15","2017-10-19",NA,300,30.2,3.83,3.17,9.04,21,8.2,10238,409,311,896,11148,450,346,1001,1,82,"2017-10-19",2600,10,105,"2018-02-01",1,NA,NA,106,0,85.8,238,39.4,3.97,2.83,13,15,0,0
516,"327",501127671,"2016-03-01",1,"2018-08-15","2018-03-07",NA,161,23,3.48,3.24,9.14,29,11.4,7133,258,234,641,7786,290,262,726,1,88,"2018-03-07",2600,10,81,"2018-05-27",1,NA,NA,82,0,0,73,25.4,4.17,3.62,9,15,0,0
41,"351",501172229,"2016-12-06",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-26",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
542,"371",501216872,"2017-10-10",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
358,"369",501217227,"2017-09-07",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
23,"282",501033173,"2014-06-21",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
557,"290",501044715,"2014-08-28",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
107,"295",501059906,"2014-10-23",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
306,"333",501144515,"2016-06-10",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-07-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
339,"314",501101060,"2015-08-24",1,"2018-08-15","2017-07-23","2018-06-13",325,0,0,0,0,0,0,8547,328,271,771,9689,378,313,904,1,12,"2018-06-13",520,2,111,"2017-11-11",2,NA,NA,70,0,89.3,146,31.8,3.49,3.1,10,56,0,0
359,"259",500981875,"2013-08-25",3,"2018-08-15","2018-01-28",NA,199,32,2.99,3.04,8.79,17,8.5,9707,371,317,873,9476,364,317,878,1,21,"2018-01-28",2600,10,92,"2018-04-30",2,NA,NA,61,72.6,0,111,39.6,3.86,3.28,9,53,0,11.2
182,"238",500956324,"2012-10-17",4,"2018-08-15","2018-03-12",NA,156,27.6,2.89,2.93,8.63,254,7,9434,388,292,832,9055,380,289,825,1,81,"2018-03-12",2600,10,0,NA,NA,NA,NA,NA,76.4,0,35,42.6,4.75,2.97,9,91,69,21
77,"291",501046080,"2014-09-20",2,"2018-08-15","2017-07-26",NA,385,22.8,3.63,3.55,9.58,24,8.4,10754,380,349,993,11736,420,387,1116,1,81,"2017-07-26",2600,10,216,"2018-02-27",2,NA,NA,113,91.4,60.3,54,46.4,2.87,3.01,10,21,66,27.6
88,"312",501098027,"2015-07-28",2,"2018-08-15","2018-08-14",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,"2018-08-14",2600,10,0,NA,NA,NA,NA,NA,109.5,0,370,0,0,0,0,0,62,28.6
340,"325",501115604,"2015-12-05",1,"2018-08-15","2018-01-15",NA,212,25.2,4.11,3.2,9.04,80,9.3,8285,350,261,740,9069,395,295,840,1,81,"2018-01-15",2600,10,142,"2018-06-06",2,NA,NA,119,0,0,150,33.2,4.61,3.13,8,77,0,0
376,"269",501008802,"2013-12-06",3,"2018-08-15","2018-02-03",NA,193,31.8,3.13,2.94,8.07,172,8.1,13233,423,433,1146,12922,419,439,1165,1,82,"2018-02-03",2600,10,0,NA,NA,NA,NA,NA,0,0,41,60.4,3.43,3.35,7,34,58,27
456,"190",500806323,"2010-06-27",5,"2018-08-15","2018-07-22",NA,24,27.8,2.98,2.6,8.2,158,9.4,0,0,0,0,0,0,0,0,1,84,"2018-07-22",2600,10,0,NA,NA,NA,NA,NA,0,0,424,27.8,2.98,2.6,9,158,39,27.6
446,"329",501134215,"2016-04-10",1,"2018-08-15","2018-04-07",NA,130,22.2,4.32,2.94,8.62,89,8,8474,372,269,734,9369,425,303,833,1,88,"2018-04-07",2600,10,0,"2018-08-05",2,NA,NA,66,0,0,68,30.2,4.45,3.29,11,46,0,0
596,"365",501206928,"2017-06-24",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
431,"374",501229861,"2017-10-22",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
508,"386",501237728,"2018-02-06",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
364,"276",501010771,"2014-02-18",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
469,"285",501041349,"2014-07-25",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
505,"287",501044712,"2014-08-08",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
301,"297",501059908,"2014-11-07",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
61,"344",501157112,"2016-08-25",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-12-31",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
